,id_response,response_option,response_description
3688,3977,3.0,No
3689,3978,4.0,Do not know / no opinion
3690,3993,1.0,
3691,3994,10.0,10
3692,3995,2.0,
3693,3996,3.0,
3694,3997,4.0,
3695,3998,5.0,
3696,3999,6.0,
3697,4000,7.0,
3698,4001,8.0,
3699,4002,9.0,
3700,4003,1.0,totally agree
3701,4004,2.0,at sometime
3702,4005,3.0,"not agree, not disagree"
3703,4006,4.0,disagree
3704,4007,5.0,totally disagree
3705,4008,6.0,don't know/not applicable
3706,4009,1.0,totally agree
3707,4010,2.0,at sometime
3708,4011,3.0,"not agree, not disagree"
3709,4012,4.0,disagree
3710,4013,5.0,totally disagree
3711,4014,6.0,don't know/not applicable
3712,4015,1.0,totally agree
3713,4016,2.0,at sometime
3714,4017,3.0,"not agree, not disagree"
3715,4018,4.0,disagree
3716,4019,5.0,totally disagree
3717,4020,6.0,don't know/not applicable
3718,4021,1.0,totally agree
3719,4022,2.0,at sometime
3720,4023,3.0,"not agree, not disagree"
3721,4024,4.0,disagree
3722,4025,5.0,totally disagree
3723,4026,6.0,don't know/not applicable
3724,4027,1.0,totally agree
3725,4028,2.0,at sometime
3726,4029,3.0,"not agree, not disagree"
3727,4030,4.0,disagree
3728,4031,5.0,totally disagree
3729,4032,6.0,don't know/not applicable
3730,4033,1.0,totally agree
3731,4034,2.0,at sometime
3732,4035,3.0,"not agree, not disagree"
3733,4036,4.0,disagree
3734,4037,5.0,totally disagree
3735,4038,6.0,don't know/not applicable
3736,4039,1.0,
3737,4040,10.0,10
3738,4041,11.0,Do not know / no opinion
3739,4042,2.0,
3740,4043,3.0,
3741,4044,4.0,
3742,4045,5.0,
3743,4046,6.0,
3744,4047,7.0,
3745,4048,8.0,
3746,4049,9.0,
3747,4050,1.0,totally agree
3748,4051,2.0,at sometime
3749,4052,3.0,"not agree, not disagree"
3750,4053,4.0,disagree
3751,4054,5.0,totally disagree
3752,4055,6.0,Do not know / no opinion
3753,4056,1.0,totally agree
3754,4057,2.0,at sometime
3755,4058,3.0,"not agree, not disagree"
3756,4059,4.0,disagree
3757,4060,5.0,totally disagree
3758,4061,6.0,Do not know / no opinion
3759,4062,1.0,
3760,4063,10.0,10
3761,4064,11.0,Do not know / no opinion
3762,4065,2.0,
3763,4066,3.0,
3764,4067,4.0,
3765,4068,5.0,
3766,4069,6.0,
3767,4070,7.0,
3768,4071,8.0,
3769,4072,9.0,
3770,4073,1.0,very satisfied
3771,4074,2.0,satisfied
3772,4075,3.0,not satisfied/not dissatisfied
3773,4076,4.0,dissatisfied
3774,4077,5.0,very dissatisfied
3775,4078,6.0,Do not know / no opinion
3776,4079,1.0,very satisfied
3777,4080,2.0,satisfied
3778,4081,3.0,not satisfied/not dissatisfied
3779,4082,4.0,dissatisfied
3780,4083,5.0,very dissatisfied
3781,4084,6.0,Do not know / no opinion
3782,4085,1.0,very satisfied
3783,4086,2.0,satisfied
3784,4087,3.0,not satisfied/not dissatisfied
3785,4088,4.0,dissatisfied
3786,4089,5.0,very dissatisfied
3787,4090,6.0,Do not know / no opinion
3788,4091,1.0,very satisfied
3789,4092,2.0,satisfied
3790,4093,3.0,not satisfied/not dissatisfied
3791,4094,4.0,dissatisfied
3792,4095,5.0,very dissatisfied
3793,4096,6.0,Do not know / no opinion
3794,4097,1.0,very satisfied
3795,4098,2.0,satisfied
3796,4099,3.0,not satisfied/not dissatisfied
3797,4100,4.0,dissatisfied
3798,4101,5.0,very dissatisfied
3799,4102,6.0,Do not know / no opinion
3800,4103,1.0,very satisfied
3801,4104,2.0,satisfied
3802,4105,3.0,not satisfied/not dissatisfied
3803,4106,4.0,dissatisfied
3804,4107,5.0,very dissatisfied
3805,4108,6.0,Do not know / no opinion
3806,4109,1.0,very satisfied
3807,4110,2.0,satisfied
3808,4111,3.0,not satisfied/not dissatisfied
3809,4112,4.0,dissatisfied
3810,4113,5.0,very dissatisfied
3811,4114,6.0,Do not know / no opinion
3812,4117,1.0,totally agree
3813,4118,2.0,agree
3814,4119,3.0,neutral
3815,4120,4.0,do not agree with
3816,4121,5.0,totally disagree
3817,4122,6.0,Do not know / no opinion
3818,4123,1.0,totally agree
3819,4124,2.0,agree
3820,4125,3.0,neutral
3821,4126,4.0,do not agree with
3822,4127,5.0,totally disagree
3823,4128,6.0,Do not know / no opinion
3824,4129,1.0,totally agree
3825,4130,2.0,agree
3826,4131,3.0,neutral
3827,4132,4.0,do not agree with
3828,4133,5.0,totally disagree
3829,4134,6.0,Do not know / no opinion
3830,4135,1.0,totally agree
3831,4136,2.0,agree
3832,4137,3.0,neutral
3833,4138,4.0,do not agree with
3834,4139,5.0,totally disagree
3835,4140,6.0,Do not know / no opinion
3836,4141,1.0,totally agree
3837,4142,2.0,agree
3838,4143,3.0,neutral
3839,4144,4.0,do not agree with
3840,4145,5.0,totally disagree
3841,4146,6.0,Do not know / no opinion
3842,4147,1.0,totally agree
3843,4148,2.0,agree
3844,4149,3.0,neutral
3845,4150,4.0,do not agree with
3846,4151,5.0,totally disagree
3847,4152,6.0,Do not know / no opinion
3848,4153,1.0,totally agree
3849,4154,2.0,agree
3850,4155,3.0,neutral
3851,4156,4.0,do not agree with
3852,4157,5.0,totally disagree
3853,4158,6.0,Do not know / no opinion
3854,4159,1.0,totally agree
3855,4160,2.0,agree
3856,4161,3.0,neutral
3857,4162,4.0,do not agree with
3858,4163,5.0,totally disagree
3859,4164,6.0,Do not know / no opinion
3860,4165,1.0,totally agree
3861,4166,2.0,agree
3862,4167,3.0,neutral
3863,4168,4.0,do not agree with
3864,4169,5.0,totally disagree
3865,4170,6.0,Do not know / no opinion
3866,4171,1.0,totally agree
3867,4172,2.0,agree
3868,4173,3.0,neutral
3869,4174,4.0,do not agree with
3870,4175,5.0,totally disagree
3871,4176,6.0,Do not know / no opinion
3872,4177,1.0,totally agree
3873,4178,2.0,agree
3874,4179,3.0,neutral
3875,4180,4.0,do not agree with
3876,4181,5.0,totally disagree
3877,4182,6.0,Do not know / no opinion
3878,4183,1.0,totally agree
3879,4184,2.0,agree
3880,4185,3.0,neutral
3881,4186,4.0,do not agree with
3882,4187,5.0,totally disagree
3883,4188,6.0,Do not know / no opinion
3884,4189,1.0,totally agree
3885,4190,2.0,agree
3886,4191,3.0,neutral
3887,4192,4.0,do not agree with
3888,4193,5.0,totally disagree
3889,4194,6.0,Do not know / no opinion
3890,4195,1.0,
3891,4196,10.0,10
3892,4197,2.0,
3893,4198,3.0,
3894,4199,4.0,
3895,4200,5.0,
3896,4201,6.0,
3897,4202,7.0,
3898,4203,8.0,
3899,4204,9.0,
3900,4205,1.0,improved
3901,4206,2.0,stayed the same
3902,4207,3.0,deteriorated
3903,4208,4.0,Do not know / no opinion
3904,4209,1.0,improved
3905,4210,2.0,stayed the same
3906,4211,3.0,deteriorated
3907,4212,4.0,Do not know / no opinion
3908,4213,1.0,improved
3909,4214,2.0,stayed the same
3910,4215,3.0,deteriorated
3911,4216,4.0,Do not know / no opinion
3912,4217,1.0,Forward
3913,4218,2.0,Stayed the same
3914,4219,3.0,Backwards
3915,4220,4.0,Do not know / no opinion
3916,4221,1.0,Forward
3917,4222,2.0,Will stay the same
3918,4223,3.0,Backwards
3919,4224,4.0,Do not know / no opinion
3920,4225,1.0,
3921,4226,10.0,10
3922,4227,2.0,
3923,4228,3.0,
3924,4229,4.0,
3925,4230,5.0,
3926,4231,6.0,
3927,4232,7.0,
3928,4233,8.0,
3929,4234,9.0,
3930,4235,1.0,
3931,4236,10.0,10
3932,4237,2.0,
3933,4238,3.0,
3934,4239,4.0,
3935,4240,5.0,
3936,4241,6.0,
3937,4242,7.0,
3938,4243,8.0,
3939,4244,9.0,
3940,4245,1.0,
3941,4246,10.0,10
3942,4247,2.0,
3943,4248,3.0,
3944,4249,4.0,
3945,4250,5.0,
3946,4251,6.0,
3947,4252,7.0,
3948,4253,8.0,
3949,4254,9.0,
3950,4255,1.0,
3951,4256,10.0,10
3952,4257,2.0,
3953,4258,3.0,
3954,4259,4.0,
3955,4260,5.0,
3956,4261,6.0,
3957,4262,7.0,
3958,4263,8.0,
3959,4264,9.0,
3960,4265,1.0,Very positive
3961,4266,2.0,Positive
3962,4267,3.0,Neutral
3963,4268,4.0,Negative
3964,4269,5.0,Very negative
3965,4270,6.0,No idea
3966,4273,0.0,Age
3967,4274,1.0,Age
3968,4275,10.0,Age
3969,4276,100.0,Age
3970,4277,101.0,Age
3971,4278,102.0,Age
3972,4279,103.0,Age
3973,4280,104.0,Age
3974,4281,105.0,Age
3975,4282,106.0,Age
3976,4283,107.0,Age
3977,4284,108.0,Age
3978,4285,109.0,Age
3979,4286,11.0,Age
3980,4287,12.0,Age
3981,4288,13.0,Age
3982,4289,14.0,Age
3983,4290,15.0,Age
3984,4291,16.0,Age
3985,4292,17.0,Age
3986,4293,18.0,Age
3987,4294,19.0,Age
3988,4295,2.0,Age
3989,4296,20.0,Age
3990,4297,21.0,Age
3991,4298,22.0,Age
3992,4299,23.0,Age
3993,4300,24.0,Age
3994,4301,25.0,Age
3995,4302,26.0,Age
3996,4303,27.0,Age
3997,4304,28.0,Age
3998,4305,29.0,Age
3999,4306,3.0,Age
4000,4307,30.0,Age
4001,4308,31.0,Age
4002,4309,32.0,Age
4003,4310,33.0,Age
4004,4311,34.0,Age
4005,4312,35.0,Age
4006,4313,36.0,Age
4007,4314,37.0,Age
4008,4315,38.0,Age
4009,4316,39.0,Age
4010,4317,4.0,Age
4011,4318,40.0,Age
4012,4319,41.0,Age
4013,4320,42.0,Age
4014,4321,43.0,Age
4015,4322,44.0,Age
4016,4323,45.0,Age
4017,4324,46.0,Age
4018,4325,47.0,Age
4019,4326,48.0,Age
4020,4327,49.0,Age
4021,4328,5.0,Age
4022,4329,50.0,Age
4023,4330,51.0,Age
4024,4331,52.0,Age
4025,4332,53.0,Age
4026,4333,54.0,Age
4027,4334,55.0,Age
4028,4335,56.0,Age
4029,4336,57.0,Age
4030,4337,58.0,Age
4031,4338,59.0,Age
4032,4339,6.0,Age
4033,4340,60.0,Age
4034,4341,61.0,Age
4035,4342,62.0,Age
4036,4343,63.0,Age
4037,4344,64.0,Age
4038,4345,65.0,Age
4039,4346,66.0,Age
4040,4347,67.0,Age
4041,4348,68.0,Age
4042,4349,69.0,Age
4043,4350,7.0,Age
4044,4351,70.0,Age
4045,4352,71.0,Age
4046,4353,72.0,Age
4047,4354,73.0,Age
4048,4355,74.0,Age
4049,4356,75.0,Age
4050,4357,76.0,Age
4051,4358,77.0,Age
4052,4359,78.0,Age
4053,4360,79.0,Age
4054,4361,8.0,Age
4055,4362,80.0,Age
4056,4363,81.0,Age
4057,4364,82.0,Age
4058,4365,83.0,Age
4059,4366,84.0,Age
4060,4367,85.0,Age
4061,4368,86.0,Age
4062,4369,87.0,Age
4063,4370,88.0,Age
4064,4371,89.0,Age
4065,4372,9.0,Age
4066,4373,90.0,Age
4067,4374,91.0,Age
4068,4375,92.0,Age
4069,4376,93.0,Age
4070,4377,94.0,Age
4071,4378,95.0,Age
4072,4379,96.0,Age
4073,4380,97.0,Age
4074,4381,98.0,Age
4075,4382,99.0,Age
4076,4383,1.0,Single/living alone
4077,4384,2.0,Two adults with child(ren)
4078,4385,3.0,Two adults without child(ren)
4079,4386,4.0,ETn adult with child(ren)/single-parent family
4080,4387,5.0,Otherwise
4081,4389,1.0,Primary school/primary education/no education
4082,4390,2.0,Vmbo/Mavo
4083,4391,3.0,Vwo/Havo
4084,4392,4.0,Secondary vocational education (mbo)
4085,4393,5.0,Higher professional education (hbo)
4086,4394,6.0,Science education (university)
4087,4395,1.0,man
4088,4396,2.0,Woman
4089,4397,1.0,Extremely happy
4090,4398,2.0,Happy
4091,4399,3.0,Not happy/not unhappy
4092,4400,4.0,Not so lucky
4093,4401,5.0,Unhappy
4094,4402,6.0,No answer
4095,4403,1.0,"Yes, I would like to become a member. My email address is:"
4096,4404,2.0,"No, I don't want to become a member."
4097,4406,1.0,Yes
4098,4407,2.0,no
4099,4408,1.0,Yes
4100,4409,2.0,no
4101,4410,1.0,Yes
4102,4411,2.0,no
4103,4412,1.0,Yes
4104,4413,2.0,no
4105,4414,1.0,Yes
4106,4415,2.0,no
4107,4416,1.0,Yes
4108,4417,2.0,no
4109,4418,1.0,Yes
4110,4419,2.0,no
4111,4420,1.0,Yes
4112,4421,2.0,no
4113,4422,1.0,Yes
4114,4423,2.0,no
4115,4424,1.0,Yes
4116,4425,2.0,no
4117,4426,1.0,Very easy
4118,4427,2.0,Easy
4119,4428,3.0,Just come around
4120,4429,4.0,Difficult
4121,4430,5.0,Very difficult
4122,4438,1.0,intensive
4123,4439,2.0,incidental
4124,4440,3.0,(almost never
4125,4441,1.0,intensive
4126,4442,2.0,incidental
4127,4443,3.0,(almost never
4128,4444,1.0,intensive
4129,4445,2.0,incidental
4130,4446,3.0,(almost never
4131,4447,1.0,intensive
4132,4448,2.0,incidental
4133,4449,3.0,(almost never
4134,4450,1.0,intensive
4135,4451,2.0,incidental
4136,4452,3.0,(almost never
4137,4453,1.0,"Yes, intensively"
4138,4454,2.0,"Yes, incidentally"
4139,4455,3.0,"No, (almost) not"
4140,4456,1.0,"yes, that's right"
4141,4457,2.0,more or less
4142,4458,3.0,"no, that's not really true"
4143,4459,4.0,no answer
4144,4460,1.0,"yes, that's right"
4145,4461,2.0,more or less
4146,4462,3.0,"no, that's not really true"
4147,4463,4.0,no answer
4148,4464,1.0,"yes, that's right"
4149,4465,2.0,more or less
4150,4466,3.0,"no, that's not really true"
4151,4467,4.0,no answer
4152,4468,1.0,"yes, that's right"
4153,4469,2.0,more or less
4154,4470,3.0,"no, that's not really true"
4155,4471,4.0,no answer
4156,4472,1.0,"yes, that's right"
4157,4473,2.0,more or less
4158,4474,3.0,"no, that's not really true"
4159,4475,4.0,no answer
4160,4476,1.0,"yes, that's right"
4161,4477,2.0,more or less
4162,4478,3.0,"no, that's not really true"
4163,4479,4.0,no answer
4164,4480,1.0,"yes, that's right"
4165,4481,2.0,more or less
4166,4482,3.0,"no, that's not really true"
4167,4483,4.0,no answer
4168,4484,1.0,often
4169,4485,2.0,regularly
4170,4486,3.0,sometimes
4171,4487,4.0,rarely/never
4172,4488,1.0,often
4173,4489,2.0,regularly
4174,4490,3.0,sometimes
4175,4491,4.0,rarely/never
4176,4492,1.0,often
4177,4493,2.0,regularly
4178,4494,3.0,sometimes
4179,4495,4.0,rarely/never
4180,4496,1.0,often
4181,4497,2.0,regularly
4182,4498,3.0,sometimes
4183,4499,4.0,rarely/never
4184,4500,1.0,often
4185,4501,2.0,regularly
4186,4502,3.0,sometimes
4187,4503,4.0,rarely/never
4188,4504,1.0,often
4189,4505,2.0,regularly
4190,4506,3.0,sometimes
4191,4507,4.0,rarely/never
4192,4508,1.0,totally agree
4193,4509,2.0,agree
4194,4510,3.0,agree/disagree
4195,4511,4.0,disagree
4196,4512,5.0,completely disagree
4197,4513,1.0,totally agree
4198,4514,2.0,agree
4199,4515,3.0,agree/disagree
4200,4516,4.0,disagree
4201,4517,5.0,completely disagree
4202,4518,1.0,"Yes, almost always"
4203,4519,2.0,"Yes, usually"
4204,4520,3.0,"Sometimes yes, sometimes no"
4205,4521,4.0,"No, usually not"
4206,4522,5.0,"No, almost never"
4207,4544,1.0,Less than 2 years
4208,4545,2.0,2 to 5 years
4209,4546,3.0,5 to 10 years
4210,4547,4.0,10 years or more
4211,4548,1.0,Detached
4212,4549,10.0,One-room apartment/studio
4213,4550,11.0,"Otherwise, namely:"
4214,4551,2.0,Two under TTn hood
4215,4552,3.0,Houses in a row or semi-detached
4216,4553,4.0,Corner house
4217,4554,5.0,Flat/apartment without elevator
4218,4555,6.0,Flat/apartment mTt lift
4219,4556,7.0,Self-contained senior residence
4220,4557,8.0,Residential care complex / nursing home / sheltered housing
4221,4558,9.0,Room occupancy/student housing
4222,4560,1.0,Owner-occupied home
4223,4561,2.0,Rental property of a housing association
4224,4562,3.0,House rented from a private landlord
4225,4563,3.0,not satisfied/not dissatisfied
4226,4564,5.0,very dissatisfied
4227,4569,38.0,"No, I don't care"
4228,4570,30.0,Station
4229,4571,2.0,Valkenberg
4230,4573,1.0,City
4231,4574,1.0,agree
4232,4575,2.0,neutral
4233,4576,3.0,do not agree with
4234,4577,1.0,agree
4235,4578,2.0,neutral
4236,4579,3.0,do not agree with
4237,4580,1.0,agree
4238,4581,2.0,neutral
4239,4582,3.0,do not agree with
4240,4583,1.0,agree
4241,4584,2.0,neutral
4242,4585,3.0,do not agree with
4243,4586,1.0,agree
4244,4587,2.0,neutral
4245,4588,3.0,do not agree with
4246,4591,1.0,"Yes, my home is suitable for this"
4247,4592,2.0,"Yes, but some things must be renovated for this (e.g. stair lift, step-in bath, sleeping area downstairs, removal of thresholds"
4248,4593,3.0,"No, my home is not suitable for this"
4249,4594,4.0,I do not know
4250,4595,1.0,In the center / downtown
4251,4596,2.0,In a village
4252,4597,3.0,"In a busy area with amenities, just outside the center"
4253,4598,4.0,In a rural setting
4254,4599,5.0,"In a quiet and green residential area, just outside the center"
4255,4600,6.0,Neighborhood on the outskirts of the city
4256,4601,7.0,"Otherwise, namely:"
4257,4603,1.0,"No, definitely not"
4258,4604,2.0,"Yes, possibly"
4259,4605,3.0,"Yes, I would like to, but can't find anything"
4260,4606,4.0,"Yes, definitely"
4261,4607,6.0,"Yes, have already found other housing/home"
4262,4608,7.0,Do not know yet
4263,4609,1.0,I am satisfied with my home
4264,4610,10.0,I'm too old to move
4265,4611,11.0,I can't get financing from the mortgage lender
4266,4612,12.0,"Something else, namely:"
4267,4613,2.0,I am satisfied with my living environment
4268,4614,3.0,I prefer to grow
4269,4615,4.0,"I would like to move, but I find my housing costs too high when moving to another home"
4270,4616,5.0,Selling my house is difficult
4271,4617,6.0,"Due to the stricter requirements for social rental housing, I am only eligible for a more expensive rental home"
4272,4618,7.0,Due to residual debt on current home when sold
4273,4619,8.0,I'd rather stay at home
4274,4620,9.0,"I want to continue to live close to my work, company or study"
4275,4622,1.0,Yes
4276,4623,2.0,No
4277,4624,1.0,Own neighborhood
4278,4625,10.0,Ulven wood
4279,4626,11.0,Prinsenbeek
4280,4627,12.0,Teterings
4281,4761,3.0,"bad, many problems"
4282,4628,13.0,"Outer area of ​​Breda (Effen-de Rith, Liesbos, rural area around Bavel, Ulvenhout or Prinsenbeek)"
4283,4629,14.0,Oosterhout
4284,4630,15.0,Etten-Leur
4285,4631,16.0,Another municipality in the Breda region
4286,4632,17.0,Municipality outside the Breda region
4287,4633,2.0,"Center (City, Valkenberg, ChassT, Fellenoord, Schorsmolen, Station, Belcrum)"
4288,4634,3.0,"Breda North (Geeren-North, Geeren-South, Biesdonk, Wisselaar, Doornbos-Line, Waterdonken)"
4289,4635,4.0,"Breda East (Brabantpark, Heusdenhout, Zandberg, Sportpark)"
4290,4636,5.0,"Breda South-East (Blauwe Kei, Ypelaar, Overakker, Ginneken)"
4291,4637,6.0,"Breda South (Boeimeer, Ruitersbos)"
4292,4638,7.0,"Breda West (Haagpoort, Heuvel, Tuinzigt, Princenhage, Westerpark)"
4293,4639,8.0,"Haagse Beemden (Gageldonk, Kievitsloop, Kestern, Muizenberg, Heksenwiel, Overkroeten, Kroeten)"
4294,4640,9.0,Bavel (incl. New Wolfslaar)
4295,4641,1.0,Live independently
4296,4642,1.0,"Less than 185,000"
4297,4643,11.0,Living environment/residential neighbourhood
4298,4644,12.0,Insufficient facilities in the area
4299,4645,13.0,Poor landlord service
4300,4646,14.0,Wants to live closer to parents/children
4301,4647,15.0,Because of care for a family member (informal care)
4302,4648,16.0,Favorable time to sell a home
4303,4649,17.0,"Something else, namely:"
4304,4650,2.0,Because of study/work
4305,4651,1.0,"Less than 185,000"
4306,4652,4.0,Family expansion
4307,4653,5.0,Parting
4308,4654,6.0,Because of disagreements with the neighbours
4309,4655,15.0,Heusdenhout
4310,4656,8.0,Because of the house itself
4311,4657,9.0,Current home not suitable for the elderly
4312,4659,1.0,In the center / downtown
4313,4660,2.0,In a village
4314,4661,3.0,"In a busy area with amenities, just outside the center"
4315,4662,4.0,In a rural setting
4316,4663,5.0,"In a quiet and green residential area, just outside the center"
4317,4664,6.0,In a neighborhood on the outskirts of the city
4318,4665,7.0,"Otherwise, namely:"
4319,4666,8.0,No preference
4320,4667,3.0,"not agree, not disagree"
4321,4668,1.0,Yes
4322,4669,2.0,"fair, some issues"
4323,4670,3.0,"bad, many problems"
4324,4671,1.0,Yes
4325,4672,6.0,Do not know / no opinion
4326,4673,0.0,No
4327,4674,6.0,don't know/not applicable
4328,4675,1.0,very satisfied
4329,4676,5.0,Parting
4330,4677,6.0,Do not know / no opinion
4331,4678,0.0,No
4332,4679,4.0,dissatisfied
4333,4680,10.0,Fellenoord
4334,4681,2.0,"fair, some issues"
4335,4682,3.0,"bad, many problems"
4336,4683,3.0,"bad, many problems"
4337,4684,13.0,Geeren South
4338,4685,19.0,Kesteren
4339,4686,6.0,Do not know / no opinion
4340,4687,6.0,Do not know / no opinion
4341,4688,4.0,Family expansion
4342,4690,1.0,Yes
4343,4691,2.0,"fair, some issues"
4344,4692,8.0,Unknown
4345,4693,6.0,"Yes, have already found other housing/home"
4346,4694,4.0,does not apply
4347,4695,6.0,Do not know / no opinion
4348,4696,4.0,does not apply
4349,4697,8.0,City
4350,4698,1.0,Detached
4351,4699,10.0,One-room apartment/studio
4352,4700,11.0,"Otherwise, namely:"
4353,4701,2.0,Two under TTn hood
4354,4702,3.0,Houses in a row or semi-detached
4355,4703,4.0,Corner house
4356,4704,5.0,Flat/apartment without elevator
4357,4705,6.0,Flat/apartment mTt lift
4358,4706,7.0,Self-contained senior residence
4359,4707,8.0,Residential care complex / nursing home / sheltered housing
4360,4708,9.0,Room occupancy/student housing
4361,4710,1.0,Owner-occupied home
4362,4711,2.0,Rental property of a housing association
4363,4712,3.0,Renting a house from a private landlord
4364,4713,4.0,No preference/don't know yet
4365,4714,1.0,Existing house
4366,4715,2.0,Newly built house
4367,4716,3.0,Develop and build a building plot yourself (private)
4368,4717,4.0,Developing and building a building plot with a group (collectively)
4369,4718,5.0,No preference for existing or new construction
4370,4719,6.0,DIY house
4371,4720,7.0,"Something else, namely:"
4372,4721,8.0,Don't know yet/no preference
4373,4723,20.0,Lapwing run
4374,4724,38.0,"No, I don't care"
4375,4725,20.0,Overakker
4376,4726,29.0,Gageldonk
4377,4727,5.0,Buoy lake
4378,4728,31.0,Garden zigt
4379,4729,17.0,Heusdenhout
4380,4730,8.0,City
4381,4731,36.0,Ypelaar
4382,4732,30.0,Lapwing run
4383,4733,10.0,Fellenoord
4384,4737,12.0,Geeren-North
4385,4759,1.0,"yes, (almost) no problems"
4386,4760,2.0,"fair, some issues"
4387,4762,4.0,does not apply
4388,4763,1.0,"yes, (almost) no problems"
4389,4764,2.0,"fair, some issues"
4390,4765,3.0,"bad, many problems"
4391,4766,4.0,does not apply
4392,4767,1.0,"yes, (almost) no problems"
4393,4768,2.0,"fair, some issues"
4394,4769,3.0,"bad, many problems"
4395,4770,4.0,does not apply
4396,4771,1.0,"yes, (almost) no problems"
4397,4772,2.0,"fair, some issues"
4398,4773,3.0,"bad, many problems"
4399,4774,4.0,does not apply
4400,4775,1.0,"yes, (almost) no problems"
4401,4776,2.0,"fair, some issues"
4402,4777,3.0,"bad, many problems"
4403,4778,4.0,does not apply
4404,4779,1.0,"yes, (almost) no problems"
4405,4780,2.0,"fair, some issues"
4406,4781,3.0,"bad, many problems"
4407,4782,4.0,does not apply
4408,4783,1.0,"yes, (almost) no problems"
4409,4784,2.0,"fair, some issues"
4410,4785,3.0,"bad, many problems"
4411,4786,4.0,does not apply
4412,4787,1.0,"yes, (almost) no problems"
4413,4788,2.0,"fair, some issues"
4414,4789,3.0,"bad, many problems"
4415,4790,4.0,does not apply
4416,4791,1.0,"yes, (almost) no problems"
4417,4792,2.0,"fair, some issues"
4418,4793,3.0,"bad, many problems"
4419,4794,4.0,does not apply
4420,4795,1.0,"Yes, of course"
4421,4796,2.0,probably
4422,4797,3.0,no
4423,4798,4.0,don't know/not applicable
4424,4799,1.0,"Yes, of course"
4425,4800,2.0,probably
4426,4801,3.0,no
4427,4802,4.0,don't know/not applicable
4428,4803,1.0,"Yes, of course"
4429,4804,2.0,probably
4430,4805,3.0,no
4431,4806,4.0,don't know/not applicable
4432,4807,1.0,(almost always
4433,4808,2.0,often
4434,4809,3.0,sometimes
4435,4810,4.0,no
4436,4811,1.0,(almost always
4437,4812,2.0,often
4438,4813,3.0,sometimes
4439,4814,4.0,no
4440,4815,1.0,(almost always
4441,4816,2.0,often
4442,4817,3.0,sometimes
4443,4818,4.0,no
4444,4819,1.0,(almost always
4445,4820,2.0,often
4446,4821,3.0,sometimes
4447,4822,4.0,no
4448,4823,1.0,(almost always
4449,4824,2.0,often
4450,4825,3.0,sometimes
4451,4826,4.0,no
4452,4827,1.0,(almost always
4453,4828,2.0,often
4454,4829,3.0,sometimes
4455,4830,4.0,no
4456,4841,1.0,Yes
4457,4842,2.0,No
4458,4843,3.0,Do not know / no opinion
4459,4844,1.0,Yes
4460,4845,2.0,No
4461,4846,3.0,Do not know / no opinion
4462,4847,1.0,I did
4463,4848,2.0,"Not done yet, but I'm ready"
4464,4849,3.0,I didn't and I don't want to
4465,4850,4.0,do not know yet
4466,4851,1.0,I did
4467,4852,2.0,"Not done yet, but I'm ready"
4468,4853,3.0,I didn't and I don't want to
4469,4854,4.0,do not know yet
4470,4855,1.0,I did
4471,4856,2.0,"Not done yet, but I'm ready"
4472,4857,3.0,I didn't and I don't want to
4473,4858,4.0,do not know yet
4474,4859,1.0,I did
4475,4860,2.0,"Not done yet, but I'm ready"
4476,4861,3.0,I didn't and I don't want to
4477,4862,4.0,do not know yet
4478,4863,1.0,I did
4479,4864,2.0,"Not done yet, but I'm ready"
4480,4865,3.0,I didn't and I don't want to
4481,4866,4.0,do not know yet
4482,4867,1.0,Yes
4483,4868,2.0,No
4484,4869,1.0,New Hawthorn
4485,4870,10.0,Liesbos
4486,4871,11.0,Pekhoeve
4487,4872,12.0,Vianden
4488,4873,13.0,Poelewei
4489,4874,14.0,3 Linden
4490,4875,15.0,Geeren-North
4491,4876,16.0,Scheldestraat
4492,4877,17.0,Crow's nest
4493,4878,18.0,Signpost
4494,4879,19.0,Die
4495,4880,2.0,House of the Hill
4496,4881,20.0,Biesdonk
4497,4882,21.0,Zandberg
4498,4883,22.0,Kievietslaar
4499,4884,23.0,The Blaker
4500,4885,24.0,silver birch
4501,4886,25.0,Geeren South (ONS)
4502,4887,26.0,Toma (Batu Karang)
4503,4888,27.0,Don't know
4504,4889,3.0,northern Lights
4505,4890,4.0,æt Web
4506,4891,5.0,Olympia
4507,4892,6.0,Beemdentil
4508,4893,7.0,Belcrum
4509,4894,8.0,æt Monastery
4510,4895,9.0,The cow
4511,4896,1.0,(almost every day
4512,4897,2.0,(almost) Every week
4513,4898,3.0,(almost) Every month
4514,4899,4.0,(almost) Every 3 months
4515,4900,5.0,1 or 2 times
4516,4901,0.0,Not Answered
4517,4902,1.0,Answered
4518,4904,0.0,Not Answered
4519,4905,1.0,Answered
4520,4906,0.0,Not Answered
4521,4907,1.0,Answered
4522,4908,0.0,Not Answered
4523,4909,1.0,Answered
4524,4910,0.0,Not Answered
4525,4911,1.0,Answered
4526,4912,0.0,Not Answered
4527,4913,1.0,Answered
4528,4914,0.0,Not Answered
4529,4915,1.0,Answered
4530,4916,0.0,Not Answered
4531,4917,1.0,Answered
4532,4918,0.0,Not Answered
4533,4919,1.0,Answered
4534,4920,1.0,occurs often
4535,4921,2.0,sometimes occurs
4536,4922,3.0,(almost) never occurs
4537,4923,4.0,Do not know / no opinion
4538,4924,1.0,occurs often
4539,4925,2.0,sometimes occurs
